title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,runtime,rating,introduction,produce_year
Bringing Up Baby,/title/tt0029947/,https://www.metacritic.com/movie/bringing-up-baby?ftag=MCD-06-10aaa1c,Comedy,Passed,60269,91.0,Passed,102 min,102,7.9,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",1938
Wait Until Dark,/title/tt0062467/,https://www.metacritic.com/movie/wait-until-dark?ftag=MCD-06-10aaa1c,Thriller,Not Rated,30003,81.0,Not Rated,108 min,108,7.8,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,1967
Mr. Smith Goes to Washington,/title/tt0031679/,https://www.metacritic.com/movie/mr-smith-goes-to-washington?ftag=MCD-06-10aaa1c,"Comedy,Drama",Passed,113513,73.0,Passed,129 min,129,8.1,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",1939
Night on Earth,/title/tt0102536/,https://www.metacritic.com/movie/night-on-earth?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,59231,68.0,R,129 min,129,7.7,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,1991
The Day of the Jackal,/title/tt0069947/,https://www.metacritic.com/movie/the-day-of-the-jackal?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",PG,40124,80.0,PG,143 min,143,7.8,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle.",1973
Lilya 4-Ever,/title/tt0300140/,https://www.metacritic.com/movie/lilya-4-ever?ftag=MCD-06-10aaa1c,"Crime,Drama",R,44972,82.0,R,109 min,109,7.8,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",2002
All Quiet on the Western Front,/title/tt0020629/,https://www.metacritic.com/movie/all-quiet-on-the-western-front?ftag=MCD-06-10aaa1c,"Drama,War",Passed,60331,91.0,Passed,152 min,152,8.1,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",1930
Invasion of the Body Snatchers,/title/tt0049366/,https://www.metacritic.com/movie/invasion-of-the-body-snatchers-1956?ftag=MCD-06-10aaa1c,"Drama,Horror,Sci-Fi",Approved,48444,92.0,Approved,80 min,80,7.7,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,1956
The Thin Man,/title/tt0025878/,https://www.metacritic.com/movie/the-thin-man?ftag=MCD-06-10aaa1c,"Comedy,Mystery",TV-PG,28939,86.0,TV-PG,91 min,91,8.0,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",1934
Underground,/title/tt0114787/,https://www.metacritic.com/movie/underground?ftag=MCD-06-10aaa1c,"Comedy,Drama,Fantasy",Not Rated,57677,79.0,Not Rated,167 min,167,8.1,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.",1995
The Triplets of Belleville,/title/tt0286244/,https://www.metacritic.com/movie/the-triplets-of-belleville?ftag=MCD-06-10aaa1c,"Animation,Comedy,Drama",PG-13,53837,91.0,PG-13,80 min,80,7.8,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",2003
Repulsion,/title/tt0059646/,https://www.metacritic.com/movie/repulsion-re-release?ftag=MCD-06-10aaa1c,"Drama,Horror,Thriller",Not Rated,52242,91.0,Not Rated,105 min,105,7.7,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,1965
Song of the Sea,/title/tt1865505/,https://www.metacritic.com/movie/song-of-the-sea?ftag=MCD-06-10aaa1c,"Animation,Adventure,Drama",PG,56757,85.0,PG,93 min,93,8.1,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",2014
Jules and Jim,/title/tt0055032/,https://www.metacritic.com/movie/jules-and-jim?ftag=MCD-06-10aaa1c,"Drama,Romance",Not Rated,40554,97.0,Not Rated,105 min,105,7.8,Decades of a love triangle concerning two friends and an impulsive woman.,1962
Shine,/title/tt0117631/,https://www.metacritic.com/movie/shine?ftag=MCD-06-10aaa1c,"Biography,Drama,Music",PG-13,53643,87.0,PG-13,105 min,105,7.7,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",1996
The Adventures of Robin Hood,/title/tt0029843/,https://www.metacritic.com/movie/the-adventures-of-robin-hood-re-release?ftag=MCD-06-10aaa1c,"Action,Adventure,Romance",PG,50180,97.0,PG,102 min,102,7.9,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",1938
The Little Prince,/title/tt1754656/,https://www.metacritic.com/movie/the-little-prince?ftag=MCD-06-10aaa1c,"Animation,Adventure,Drama",PG,60686,70.0,PG,108 min,108,7.7,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",2015
The Tenant,/title/tt0074811/,https://www.metacritic.com/movie/the-tenant?ftag=MCD-06-10aaa1c,"Drama,Thriller",R,42995,71.0,R,126 min,126,7.6,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,1976
In Cold Blood,/title/tt0061809/,https://www.metacritic.com/movie/in-cold-blood-re-release?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,26143,89.0,R,134 min,134,7.9,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",1967
Inherit the Wind,/title/tt0053946/,https://www.metacritic.com/movie/inherit-the-wind?ftag=MCD-06-10aaa1c,"Biography,Drama,History",Passed,29601,75.0,Passed,128 min,128,8.1,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.",1960
The Umbrellas of Cherbourg,/title/tt0058450/,https://www.metacritic.com/movie/the-umbrellas-of-cherbourg?ftag=MCD-06-10aaa1c,"Drama,Musical,Romance",Not Rated,26711,86.0,Not Rated,91 min,91,7.8,A young woman separated from her lover by war faces a life-altering decision.,1964
Cowboy Bebop: The Movie,/title/tt0275277/,https://www.metacritic.com/movie/cowboy-bebop-the-movie-knockin-on-heavens-door?ftag=MCD-06-10aaa1c,"Animation,Action,Crime",TV-14,47346,61.0,TV-14,115 min,115,7.9,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",2001
The Invisible Man,/title/tt0024184/,https://www.metacritic.com/movie/the-invisible-man-1933?ftag=MCD-06-10aaa1c,"Horror,Sci-Fi",TV-PG,34001,87.0,TV-PG,71 min,71,7.7,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",1933
Scarface,/title/tt0023427/,https://www.metacritic.com/movie/scarface-1932?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",PG,27396,87.0,PG,93 min,93,7.7,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",1932
Land of Mine,/title/tt3841424/,https://www.metacritic.com/movie/land-of-mine?ftag=MCD-06-10aaa1c,"Drama,History,War",R,39870,75.0,R,100 min,100,7.8,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",2015
"Duck, You Sucker!",/title/tt0067140/,https://www.metacritic.com/movie/duck-you-sucker?ftag=MCD-06-10aaa1c,"Drama,War,Western",PG,33870,77.0,PG,138 min,138,7.6,A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.,1971
"I, Daniel Blake",/title/tt5168192/,https://www.metacritic.com/movie/i-daniel-blake?ftag=MCD-06-10aaa1c,Drama,R,58500,78.0,R,100 min,100,7.9,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.",2016
Cape Fear,/title/tt0055824/,https://www.metacritic.com/movie/cape-fear-1962?ftag=MCD-06-10aaa1c,"Drama,Thriller",Passed,28576,76.0,Passed,106 min,106,7.7,A lawyer's family is stalked by a man he once helped put in jail.,1962
The Lady Vanishes,/title/tt0030341/,https://www.metacritic.com/movie/the-lady-vanishes-1938?ftag=MCD-06-10aaa1c,"Mystery,Thriller",Not Rated,51321,98.0,Not Rated,96 min,96,7.8,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",1938
Head-On,/title/tt0347048/,https://www.metacritic.com/movie/head-on?ftag=MCD-06-10aaa1c,"Drama,Romance",R,53567,78.0,R,121 min,121,7.9,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",2004
Stalag 17,/title/tt0046359/,https://www.metacritic.com/movie/stalag-17?ftag=MCD-06-10aaa1c,"Comedy,Drama,War",Not Rated,54934,84.0,Not Rated,120 min,120,8.0,"After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer.",1953
Persepolis,/title/tt0808417/,https://www.metacritic.com/movie/persepolis?ftag=MCD-06-10aaa1c,"Animation,Biography,Drama",PG-13,93184,90.0,PG-13,96 min,96,8.0,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,2007
Winter Sleep,/title/tt2758880/,https://www.metacritic.com/movie/winter-sleep?ftag=MCD-06-10aaa1c,Drama,Not Rated,50657,88.0,Not Rated,196 min,196,8.1,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,2014
The World's Fastest Indian,/title/tt0412080/,https://www.metacritic.com/movie/the-worlds-fastest-indian?ftag=MCD-06-10aaa1c,"Biography,Drama,Sport",PG-13,54040,68.0,PG-13,127 min,127,7.8,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",2005
The Wages of Fear,/title/tt0046268/,https://www.metacritic.com/movie/the-wages-of-fear-1953?ftag=MCD-06-10aaa1c,"Adventure,Drama,Thriller",Not Rated,59488,85.0,Not Rated,131 min,131,8.1,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",1953
Shadow of a Doubt,/title/tt0036342/,https://www.metacritic.com/movie/shadow-of-a-doubt?ftag=MCD-06-10aaa1c,"Film-Noir,Thriller",PG,64009,94.0,PG,108 min,108,7.8,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",1943
The Broken Circle Breakdown,/title/tt2024519/,https://www.metacritic.com/movie/the-broken-circle-breakdown?ftag=MCD-06-10aaa1c,"Drama,Music,Romance",Not Rated,40812,70.0,Not Rated,111 min,111,7.7,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",2012
The Bride of Frankenstein,/title/tt0026138/,https://www.metacritic.com/movie/the-bride-of-frankenstein?ftag=MCD-06-10aaa1c,"Drama,Horror,Sci-Fi",Not Rated,47123,95.0,Not Rated,75 min,75,7.8,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",1935
A Man for All Seasons,/title/tt0060665/,https://www.metacritic.com/movie/a-man-for-all-seasons?ftag=MCD-06-10aaa1c,"Biography,Drama,History",G,33921,72.0,G,120 min,120,7.7,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",1966
Three Colors: White,/title/tt0111507/,https://www.metacritic.com/movie/three-colors-white?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",R,71419,88.0,R,92 min,92,7.6,"After his wife divorces him, a Polish immigrant plots to get even with her.",1994
The Caine Mutiny,/title/tt0046816/,https://www.metacritic.com/movie/the-caine-mutiny?ftag=MCD-06-10aaa1c,"Drama,War",Not Rated,27182,63.0,Not Rated,124 min,124,7.7,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",1954
The Taking of Pelham One Two Three,/title/tt0072251/,https://www.metacritic.com/movie/the-taking-of-pelham-one-two-three?ftag=MCD-06-10aaa1c,"Action,Crime,Thriller",R,29870,68.0,R,104 min,104,7.7,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?",1974
In America,/title/tt0298845/,https://www.metacritic.com/movie/in-america?ftag=MCD-06-10aaa1c,Drama,PG-13,42778,76.0,PG-13,105 min,105,7.7,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,2002
Tokyo Godfathers,/title/tt0388473/,https://www.metacritic.com/movie/tokyo-godfathers?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG-13,37957,73.0,PG-13,92 min,92,7.8,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",2003
Down by Law,/title/tt0090967/,https://www.metacritic.com/movie/down-by-law?ftag=MCD-06-10aaa1c,"Comedy,Crime,Drama",R,50734,75.0,R,107 min,107,7.7,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",1986
Crimes and Misdemeanors,/title/tt0097123/,https://www.metacritic.com/movie/crimes-and-misdemeanors?ftag=MCD-06-10aaa1c,"Comedy,Drama",PG-13,57276,77.0,PG-13,104 min,104,7.9,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,1989
Sweet Smell of Success,/title/tt0051036/,https://www.metacritic.com/movie/sweet-smell-of-success-re-release?ftag=MCD-06-10aaa1c,"Drama,Film-Noir",Approved,30929,100.0,Approved,96 min,96,8.0,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,1957
